message,beginLine,endLine,beginColumn,endColumn,rule,ruleset,classified_rule,className,methodName,variable,priority
Parameter 'ctx' is not assigned and could be declared final,814,814,37,58,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitServiceCall,ctx,3
Local variable 'childCount' could be declared final,815,815,17,64,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitServiceCall,childCount,3
Potential violation of Law of Demeter (method chain calls),815,815,34,64,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitServiceCall,,3
Local variable 'argc' could be declared final,817,817,17,73,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitServiceCall,argc,3
Found 'DD'-anomaly for variable 'args' (lines '819'-'821').,819,821,25,39,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,exitServiceCall,args,5
Found 'DD'-anomaly for variable 'args' (lines '819'-'824').,819,824,17,31,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,exitServiceCall,args,5
Found 'DD'-anomaly for variable 'args' (lines '821'-'821').,821,821,25,39,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,exitServiceCall,args,5
Found 'DD'-anomaly for variable 'args' (lines '821'-'824').,821,824,17,31,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,exitServiceCall,args,5
Local variable 'serviceName' could be declared final,823,823,17,81,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitServiceCall,serviceName,3
Potential violation of Law of Demeter (method chain calls),823,823,38,81,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitServiceCall,,3
Potential violation of Law of Demeter (method chain calls),823,823,38,81,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitServiceCall,,3
Parameter 'ctx' is not assigned and could be declared final,830,830,29,42,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitMin,ctx,3
Potential violation of Law of Demeter (static property access),833,833,65,89,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitMin,,3
Potential violation of Law of Demeter (static property access),834,834,63,85,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitMin,,3
Parameter 'ctx' is not assigned and could be declared final,840,840,29,42,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitAdd,ctx,3
Avoid variables with short names like op,841,841,30,31,ShortVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,exitAdd,op,3
Potential violation of Law of Demeter (method chain calls),841,841,35,59,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitAdd,,3
Parameter 'ctx' is not assigned and could be declared final,853,853,30,44,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitMult,ctx,3
Avoid variables with short names like op,854,854,30,31,ShortVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,exitMult,op,3
Potential violation of Law of Demeter (method chain calls),854,854,35,59,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitMult,,3
Parameter 'ctx' is not assigned and could be declared final,866,866,30,44,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitComp,ctx,3
Avoid variables with short names like op,867,867,30,31,ShortVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,exitComp,op,3
Potential violation of Law of Demeter (method chain calls),867,867,35,59,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitComp,,3
Parameter 'ctx' is not assigned and could be declared final,893,893,45,70,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,createModelType,ctx,3
"Avoid using final local variables, turn them into fields",894,894,17,40,AvoidFinalLocalVariable,Code Style,BEST_PRACTICE,AstBuilderListener,createModelType,result,3
Found 'DD'-anomaly for variable 'nsPrefix' (lines '897'-'901').,897,901,25,72,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,createModelType,nsPrefix,5
Found 'DU'-anomaly for variable 'nsPrefix' (lines '897'-'925').,897,925,24,38,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,createModelType,nsPrefix,5
Found 'DD'-anomaly for variable 'name' (lines '898'-'902').,898,902,25,68,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,createModelType,name,5
Found 'DD'-anomaly for variable 'name' (lines '898'-'905').,898,905,25,68,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,createModelType,name,5
Potential violation of Law of Demeter (method chain calls),899,899,21,51,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),901,901,36,72,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),901,901,36,72,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),902,902,32,68,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),902,902,32,68,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),903,903,32,88,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),905,905,32,68,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),905,905,32,68,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (method chain calls),906,906,32,78,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Local variable 'segments' could be declared final,909,909,25,72,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,createModelType,segments,3
This call to Collection.toArray() may be optimizable,916,916,59,103,OptimizableToArrayCall,Performance,BEST_PRACTICE,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (static property access),921,921,60,84,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Potential violation of Law of Demeter (static property access),922,922,58,80,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,createModelType,,3
Comment is too large: Line too long,928,928,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,935,935,62,82,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,ctx,3
Parameter 'serviceName' is not assigned and could be declared final,935,935,42,59,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,serviceName,3
Avoid using Literals in Conditional Statements,937,937,52,52,AvoidLiteralsInIfCondition,Error Prone,BEST_PRACTICE,AstBuilderListener,callFilteredService,,3
"Avoid using final local variables, turn them into fields",940,940,33,53,AvoidFinalLocalVariable,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,type,3
Local variable 'receiver' could be declared final,946,946,33,59,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,receiver,3
Local variable 'receiver' could be declared final,950,950,33,59,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,receiver,3
Local variable 'type' could be declared final,955,955,25,59,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,type,3
Local variable 'receiver' could be declared final,956,956,25,51,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,callFilteredService,receiver,3
Comment is too large: Line too long,965,965,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,968,968,34,52,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitEContent,ctx,3
Comment is too large: Line too long,975,975,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,978,978,35,54,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitEAContent,ctx,3
Comment is too large: Line too long,985,985,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,988,988,36,56,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitEContainer,ctx,3
Comment is too large: Line too long,995,995,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,998,998,34,52,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitEInverse,ctx,3
Parameter 'ctx' is not assigned and could be declared final,1003,1003,32,48,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitFilter,ctx,3
Comment is too large: Line too long,1010,1010,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1013,1013,28,40,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitAs,ctx,3
Comment is too large: Line too long,1020,1020,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1023,1023,32,48,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitAsType,ctx,3
Parameter 'ctx' is not assigned and could be declared final,1028,1028,37,58,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitCallService,ctx,3
Potential violation of Law of Demeter (method chain calls),1033,1033,25,84,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitCallService,,3
Potential violation of Law of Demeter (method chain calls),1033,1033,57,83,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitCallService,,3
Potential violation of Law of Demeter (static property access),1034,1034,71,93,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitCallService,,3
Parameter 'ctx' is not assigned and could be declared final,1040,1040,31,46,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitApply,ctx,3
Potential violation of Law of Demeter (method chain calls),1044,1044,17,76,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitApply,,3
Potential violation of Law of Demeter (method chain calls),1044,1044,49,75,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitApply,,3
Potential violation of Law of Demeter (static property access),1045,1045,63,85,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitApply,,3
Parameter 'ctx' is not assigned and could be declared final,1050,1050,32,48,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitIsType,ctx,3
Parameter 'ctx' is not assigned and could be declared final,1055,1055,32,48,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitIsKind,ctx,3
Comment is too large: Line too long,1062,1062,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1065,1065,44,72,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitVariableDefinition,ctx,3
Avoid excessively long variable names like variableDeclaration,1069,1069,51,69,LongVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,exitVariableDefinition,variableDeclaration,3
"Avoid using final local variables, turn them into fields",1069,1069,25,69,AvoidFinalLocalVariable,Code Style,BEST_PRACTICE,AstBuilderListener,exitVariableDefinition,variableDeclaration,3
Avoid excessively long variable names like variableExpression,1071,1071,42,59,LongVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,exitVariableDefinition,variableExpression,3
Avoid using Literals in Conditional Statements,1072,1072,52,52,AvoidLiteralsInIfCondition,Error Prone,BEST_PRACTICE,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (method chain calls),1073,1074,55,125,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (method chain calls),1073,1073,83,107,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (method chain calls),1075,1076,33,119,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (method chain calls),1075,1076,33,119,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (method chain calls),1075,1076,71,118,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (method chain calls),1075,1076,71,118,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (method chain calls),1078,1079,55,67,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (method chain calls),1078,1078,83,107,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (method chain calls),1080,1081,33,81,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (method chain calls),1080,1081,33,81,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (method chain calls),1080,1081,71,80,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (method chain calls),1080,1081,71,80,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Potential violation of Law of Demeter (static property access),1083,1083,81,105,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitVariableDefinition,,3
Comment is too large: Line too long,1092,1092,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1095,1095,39,62,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitIterationCall,ctx,3
Potential violation of Law of Demeter (method chain calls),1097,1097,44,68,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitIterationCall,,3
"Avoid using final local variables, turn them into fields",1099,1099,17,50,AvoidFinalLocalVariable,Code Style,BEST_PRACTICE,AstBuilderListener,exitIterationCall,iterator,3
Potential violation of Law of Demeter (object not created locally),1106,1106,40,63,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitIterationCall,,3
Comment is too large: Line too long,1112,1112,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1115,1115,45,74,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitEnumOrClassifierLit,ctx,3
"Avoid using final local variables, turn them into fields",1117,1117,25,44,AvoidFinalLocalVariable,Code Style,BEST_PRACTICE,AstBuilderListener,exitEnumOrClassifierLit,toPush,3
Local variable 'literalName' could be declared final,1119,1119,25,70,LocalVariableCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitEnumOrClassifierLit,literalName,3
Potential violation of Law of Demeter (method chain calls),1119,1119,46,70,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitEnumOrClassifierLit,,3
Avoid using Literals in Conditional Statements,1120,1120,64,64,AvoidLiteralsInIfCondition,Error Prone,BEST_PRACTICE,AstBuilderListener,exitEnumOrClassifierLit,,3
Potential violation of Law of Demeter (method chain calls),1120,1120,29,59,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitEnumOrClassifierLit,,3
Comment is too large: Too many lines,1130,1141,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Comment is too large: Line too long,1131,1131,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Comment is too large: Line too long,1132,1132,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Comment is too large: Line too long,1137,1137,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Comment is too large: Line too long,1138,1138,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Comment is too large: Line too long,1139,1139,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1142,1142,59,88,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,twoSegmentEnumOrClassifierLiteral,ctx,3
Parameter 'literalName' is not assigned and could be declared final,1142,1142,91,108,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,twoSegmentEnumOrClassifierLiteral,literalName,3
"Avoid using final local variables, turn them into fields",1143,1143,17,36,AvoidFinalLocalVariable,Code Style,BEST_PRACTICE,AstBuilderListener,twoSegmentEnumOrClassifierLiteral,toPush,3
Potential violation of Law of Demeter (method chain calls),1145,1145,41,77,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,twoSegmentEnumOrClassifierLiteral,,3
Potential violation of Law of Demeter (method chain calls),1145,1145,41,77,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,twoSegmentEnumOrClassifierLiteral,,3
Potential violation of Law of Demeter (method chain calls),1146,1146,46,116,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,twoSegmentEnumOrClassifierLiteral,,3
Avoid if (x != y) ..; else ..;,1147,1156,17,17,ConfusingTernary,Code Style,BEST_PRACTICE,AstBuilderListener,twoSegmentEnumOrClassifierLiteral,,3
Potential violation of Law of Demeter (method chain calls),1150,1150,56,119,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,twoSegmentEnumOrClassifierLiteral,,3
Avoid if (x != y) ..; else ..;,1151,1155,25,25,ConfusingTernary,Code Style,BEST_PRACTICE,AstBuilderListener,twoSegmentEnumOrClassifierLiteral,,3
Potential violation of Law of Demeter (static property access),1157,1157,60,84,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,twoSegmentEnumOrClassifierLiteral,,3
Potential violation of Law of Demeter (static property access),1158,1158,58,80,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,twoSegmentEnumOrClassifierLiteral,,3
Comment is too large: Too many lines,1163,1173,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Comment is too large: Line too long,1164,1164,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Comment is too large: Line too long,1171,1171,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1174,1174,49,78,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,threeSegmentEnumLiteral,ctx,3
Parameter 'literalName' is not assigned and could be declared final,1174,1174,81,98,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,threeSegmentEnumLiteral,literalName,3
"Avoid using final local variables, turn them into fields",1175,1175,17,36,AvoidFinalLocalVariable,Code Style,BEST_PRACTICE,AstBuilderListener,threeSegmentEnumLiteral,toPush,3
Potential violation of Law of Demeter (method chain calls),1177,1177,41,77,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,threeSegmentEnumLiteral,,3
Potential violation of Law of Demeter (method chain calls),1177,1177,41,77,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,threeSegmentEnumLiteral,,3
Potential violation of Law of Demeter (method chain calls),1178,1178,41,77,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,threeSegmentEnumLiteral,,3
Potential violation of Law of Demeter (method chain calls),1178,1178,41,77,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,threeSegmentEnumLiteral,,3
Potential violation of Law of Demeter (method chain calls),1179,1180,46,44,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,threeSegmentEnumLiteral,,3
Avoid if (x != y) ..; else ..;,1181,1185,17,17,ConfusingTernary,Code Style,BEST_PRACTICE,AstBuilderListener,threeSegmentEnumLiteral,,3
Potential violation of Law of Demeter (static property access),1186,1186,60,84,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,threeSegmentEnumLiteral,,3
Potential violation of Law of Demeter (static property access),1187,1187,58,80,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,threeSegmentEnumLiteral,,3
Comment is too large: Line too long,1204,1204,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1207,1207,33,50,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitNullLit,ctx,3
Potential violation of Law of Demeter (static property access),1210,1210,65,89,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitNullLit,,3
Potential violation of Law of Demeter (static property access),1211,1211,63,85,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitNullLit,,3
Comment is too large: Line too long,1219,1219,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1222,1222,32,48,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitSetLit,ctx,3
Potential violation of Law of Demeter (static property access),1225,1225,68,92,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitSetLit,,3
Potential violation of Law of Demeter (static property access),1226,1226,66,88,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitSetLit,,3
Comment is too large: Line too long,1234,1234,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1237,1237,40,64,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitExplicitSetLit,ctx,3
Potential violation of Law of Demeter (static property access),1240,1240,68,92,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitExplicitSetLit,,3
Potential violation of Law of Demeter (static property access),1241,1241,66,88,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitExplicitSetLit,,3
Comment is too large: Too many lines,1246,1257,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Comment is too large: Line too long,1247,1247,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Comment is too large: Line too long,1248,1248,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Comment is too large: Line too long,1252,1252,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Comment is too large: Line too long,1254,1254,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Comment is too large: Line too long,1255,1255,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1258,1258,49,66,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,getExpressions,ctx,3
Potential violation of Law of Demeter (method chain calls),1259,1259,44,74,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,getExpressions,,3
"Found 'DD'-anomaly for variable 'expressions' (lines '1,260'-'1,263').",1260,1263,25,46,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,getExpressions,expressions,5
"Found 'DD'-anomaly for variable 'expressions' (lines '1,263'-'1,263').",1263,1263,25,46,DataflowAnomalyAnalysis,Error Prone,RESOURCE,AstBuilderListener,getExpressions,expressions,5
Comment is too large: Line too long,1272,1272,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1275,1275,32,48,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitSeqLit,ctx,3
Avoid excessively long variable names like sequenceInExtension,1276,1276,50,68,LongVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,exitSeqLit,sequenceInExtension,3
Potential violation of Law of Demeter (static property access),1279,1279,73,97,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitSeqLit,,3
Potential violation of Law of Demeter (static property access),1280,1280,71,93,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitSeqLit,,3
Comment is too large: Line too long,1288,1288,1,3,CommentSize,Documentation,METRIC,AstBuilderListener,,,3
Parameter 'ctx' is not assigned and could be declared final,1291,1291,40,64,MethodArgumentCouldBeFinal,Code Style,BEST_PRACTICE,AstBuilderListener,exitExplicitSeqLit,ctx,3
Avoid excessively long variable names like sequenceInExtension,1292,1292,50,68,LongVariable,Code Style,NAMING_CONVENTIONS,AstBuilderListener,exitExplicitSeqLit,sequenceInExtension,3
Potential violation of Law of Demeter (static property access),1295,1295,73,97,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitExplicitSeqLit,,3
Potential violation of Law of Demeter (static property access),1296,1296,71,93,LawOfDemeter,Design,OBJECT_ORIENTED_DESING,AstBuilderListener,exitExplicitSeqLit,,3
